timestamp,machine_id,synthetic,latitude_deg,longitude_deg,gnss_fix,gnss_horizontal_accuracy_m,ground_speed_kmh,heading_deg,roll_deg,pitch_deg,yaw_rate_deg_s,engine_rpm,engine_load_pct,coolant_temp_c,oil_pressure_kpa,fuel_rate_l_h,battery_voltage_v,ambient_temp_c,relative_humidity_pct,brake_pressed,pto_engaged,coolant_warning_active,inclination_warning_active
2026-09-11T10:00:01.500Z,COLH-DEMO-01,true,-22.66738640,-47.80537831,3d,1.5,6.000,90.00,4.943,0.936,0.000,1853,62.29,86.02,420.15,18.035,14.20,27.00,58.02,false,true,false,false
2026-09-11T10:00:01.600Z,COLH-DEMO-01,true,-22.66738640,-47.80537669,3d,1.5,6.000,90.00,5.235,0.941,0.000,1854,62.30,86.02,420.16,18.037,14.20,27.01,58.02,false,true,false,false
2026-09-11T10:00:01.700Z,COLH-DEMO-01,true,-22.66738640,-47.80537506,3d,1.5,6.000,90.00,5.241,0.946,0.000,1854,62.32,86.02,420.17,18.039,14.20,27.01,58.02,false,true,false,false
2026-09-11T10:00:01.800Z,COLH-DEMO-01,true,-22.66738640,-47.80537344,3d,1.5,6.000,90.00,5.246,0.950,0.000,1854,62.34,86.02,420.18,18.042,14.20,27.01,58.02,false,true,false,false
2026-09-11T10:00:01.900Z,COLH-DEMO-01,true,-22.66738640,-47.80537182,3d,1.5,6.000,90.00,5.251,0.954,0.000,1854,62.36,86.02,420.19,18.044,14.20,27.01,58.02,false,true,false,false
2026-09-11T10:00:02.000Z,COLH-DEMO-01,true,-22.66738640,-47.80537020,3d,1.5,6.000,90.00,5.257,0.958,0.000,1855,62.38,86.02,420.20,18.046,14.20,27.01,58.02,false,true,false,false
2026-09-11T10:00:02.100Z,COLH-DEMO-01,true,-22.66738640,-47.80536857,3d,1.5,6.000,90.00,4.975,0.962,0.000,1855,62.40,86.03,420.21,18.048,14.20,27.01,58.02,false,true,false,false
2026-09-11T10:00:02.200Z,COLH-DEMO-01,true,-22.66738640,-47.80536695,3d,1.5,6.000,90.00,5.267,0.966,0.000,1855,62.42,86.03,420.22,18.051,14.20,27.01,58.02,false,true,false,false
2026-09-11T10:00:02.300Z,COLH-DEMO-01,true,-22.66738640,-47.80536533,3d,1.5,6.000,90.00,5.272,0.970,0.000,1855,62.44,86.03,420.23,18.053,14.20,27.01,58.03,false,true,false,false
2026-09-11T10:00:02.400Z,COLH-DEMO-01,true,-22.66738640,-47.80536370,3d,1.5,6.000,90.00,5.277,0.973,0.000,1856,62.46,86.03,420.24,18.055,14.20,27.01,58.03,false,true,false,false
2026-09-11T10:00:02.500Z,COLH-DEMO-01,true,-22.66738640,-47.80536208,3d,1.5,6.000,90.00,5.282,0.976,0.000,1856,62.48,86.03,420.25,18.058,14.20,27.01,58.03,false,true,false,false
2026-09-11T10:00:02.600Z,COLH-DEMO-01,true,-22.66738640,-47.80536046,3d,1.5,6.000,90.00,5.287,0.979,0.000,1856,62.49,86.03,420.26,18.060,14.20,27.01,58.03,false,true,false,false
2026-09-11T10:00:02.700Z,COLH-DEMO-01,true,-22.66738640,-47.80535884,3d,1.5,6.000,90.00,5.005,0.982,0.000,1856,62.51,86.03,420.27,18.062,14.20,27.01,58.03,false,true,false,false
2026-09-11T10:00:02.800Z,COLH-DEMO-01,true,-22.66738640,-47.80535721,3d,1.5,6.000,90.00,5.297,0.984,0.000,1856,62.53,86.03,420.28,18.064,14.20,27.01,58.03,false,true,false,false
2026-09-11T10:00:02.900Z,COLH-DEMO-01,true,-22.66738640,-47.80535559,3d,1.5,6.000,90.00,5.302,0.987,0.000,1857,62.55,86.04,420.29,18.067,14.20,27.01,58.03,false,true,false,false
2026-09-11T10:00:03.000Z,COLH-DEMO-01,true,-22.66738640,-47.80535397,3d,1.5,6.000,90.00,5.307,0.989,0.000,1857,62.57,86.04,420.30,18.069,14.20,27.01,58.03,false,true,false,false
2026-09-11T10:00:03.100Z,COLH-DEMO-01,true,-22.66738640,-47.80535235,3d,1.5,6.000,90.00,5.312,0.991,0.000,1857,62.59,86.04,420.31,18.071,14.20,27.01,58.03,false,true,false,false
2026-09-11T10:00:03.200Z,COLH-DEMO-01,true,-22.66738640,-47.80535072,3d,1.5,6.000,90.00,5.316,0.993,0.000,1857,62.61,86.04,420.32,18.074,14.20,27.01,58.04,false,true,false,false
2026-09-11T10:00:03.300Z,COLH-DEMO-01,true,-22.66738640,-47.80534910,3d,1.5,6.000,90.00,5.321,0.994,0.000,1858,62.63,86.04,420.33,18.076,14.20,27.01,58.04,false,true,false,false
2026-09-11T10:00:03.400Z,COLH-DEMO-01,true,-22.66738640,-47.80534748,3d,1.5,6.000,90.00,5.326,0.996,0.000,1858,62.64,86.04,420.34,18.078,14.20,27.01,58.04,false,true,false,false
2026-09-11T10:00:03.500Z,COLH-DEMO-01,true,-22.66738640,-47.80534586,3d,1.5,6.000,90.00,5.330,0.997,0.000,1858,62.66,86.04,420.35,18.081,14.20,27.01,58.04,false,true,false,false
2026-09-11T10:00:03.600Z,COLH-DEMO-01,true,-22.66738640,-47.80534423,3d,1.5,6.000,90.00,5.334,0.998,0.000,1858,62.68,86.04,420.36,18.083,14.20,27.01,58.04,false,true,false,false
2026-09-11T10:00:03.700Z,COLH-DEMO-01,true,-22.66738640,-47.80534261,3d,1.5,6.000,90.00,5.339,0.999,0.000,1858,62.70,86.05,420.37,18.085,14.20,27.01,58.04,false,true,false,false
2026-09-11T10:00:03.800Z,COLH-DEMO-01,true,-22.66738640,-47.80534099,3d,1.5,6.000,90.00,5.343,0.999,0.000,1859,62.72,86.05,420.38,18.087,14.20,27.01,58.04,false,true,false,false
2026-09-11T10:00:03.900Z,COLH-DEMO-01,true,-22.66738640,-47.80533937,3d,1.5,6.000,90.00,5.347,1.000,0.000,1859,62.74,86.05,420.39,18.090,14.20,27.01,58.04,false,true,false,false
2026-09-11T10:00:04.000Z,COLH-DEMO-01,true,-22.66738640,-47.80533774,3d,1.5,6.000,90.00,5.352,1.000,0.000,1859,62.76,86.05,420.40,18.092,14.20,27.01,58.04,false,true,false,false
2026-09-11T10:00:04.100Z,COLH-DEMO-01,true,-22.66738640,-47.80533612,3d,1.5,6.000,90.00,5.356,1.000,0.000,1859,62.78,86.05,420.41,18.094,14.20,27.01,58.05,false,true,false,false
2026-09-11T10:00:04.200Z,COLH-DEMO-01,true,-22.66738640,-47.80533450,3d,1.5,6.000,90.00,5.360,1.000,0.000,1860,62.79,86.05,420.42,18.097,14.20,27.01,58.05,false,true,false,false
2026-09-11T10:00:04.300Z,COLH-DEMO-01,true,-22.66738640,-47.80533288,3d,1.5,6.000,90.00,5.364,0.999,0.000,1860,62.81,86.05,420.43,18.099,14.20,27.01,58.05,false,true,false,false
2026-09-11T10:00:04.400Z,COLH-DEMO-01,true,-22.66738640,-47.80533125,3d,1.5,6.000,90.00,5.367,0.999,0.000,1860,62.83,86.05,420.44,18.101,14.20,27.01,58.05,false,true,false,false
2026-09-11T10:00:04.500Z,COLH-DEMO-01,true,-22.66738640,-47.80532963,3d,1.5,6.000,90.00,5.371,0.998,0.000,1860,62.85,86.06,420.45,18.103,14.20,27.01,58.05,false,true,false,false
2026-09-11T10:00:04.600Z,COLH-DEMO-01,true,-22.66738640,-47.80532801,3d,1.5,6.000,90.00,5.375,0.997,0.000,1860,62.87,86.06,420.46,18.106,14.20,27.02,58.05,false,true,false,false
2026-09-11T10:00:04.700Z,COLH-DEMO-01,true,-22.66738640,-47.80532639,3d,1.5,6.000,90.00,5.379,0.996,0.000,1861,62.89,86.06,420.47,18.108,14.20,27.02,58.05,false,true,false,false
2026-09-11T10:00:04.800Z,COLH-DEMO-01,true,-22.66738640,-47.80532476,3d,1.5,6.000,90.00,5.382,0.994,0.000,1861,62.91,86.06,420.48,18.110,14.20,27.02,58.05,false,true,false,false
2026-09-11T10:00:04.900Z,COLH-DEMO-01,true,-22.66738640,-47.80532314,3d,1.5,6.000,90.00,5.386,0.993,0.000,1861,62.92,86.06,420.49,18.112,14.20,27.02,58.05,false,true,false,false
2026-09-11T10:00:05.000Z,COLH-DEMO-01,true,-22.66738640,-47.80532152,3d,1.5,6.000,90.00,5.389,0.991,0.000,1861,62.94,86.06,420.50,18.115,14.20,27.02,58.06,false,true,false,false
2026-09-11T10:00:05.100Z,COLH-DEMO-01,true,-22.66738640,-47.80531990,3d,1.5,6.000,90.00,5.392,0.989,0.000,1861,62.96,86.06,420.51,18.117,14.20,27.02,58.06,false,true,false,false
2026-09-11T10:00:05.200Z,COLH-DEMO-01,true,-22.66738640,-47.80531827,3d,1.5,6.000,90.00,5.395,0.987,0.000,1862,62.98,86.06,420.52,18.119,14.20,27.02,58.06,false,true,false,false
2026-09-11T10:00:05.300Z,COLH-DEMO-01,true,-22.66738640,-47.80531665,3d,1.5,6.000,90.00,5.684,0.985,0.000,1862,63.00,86.07,420.53,18.121,14.20,27.02,58.06,false,true,false,false
2026-09-11T10:00:05.400Z,COLH-DEMO-01,true,-22.66738640,-47.80531503,3d,1.5,6.000,90.00,5.401,0.982,0.000,1862,63.02,86.07,420.54,18.124,14.20,27.02,58.06,false,true,false,false
2026-09-11T10:00:05.500Z,COLH-DEMO-01,true,-22.66738640,-47.80531341,3d,1.5,6.000,90.00,5.404,0.979,0.000,1862,63.04,86.07,420.55,18.126,14.20,27.02,58.06,false,true,false,false
2026-09-11T10:00:05.600Z,COLH-DEMO-01,true,-22.66738640,-47.80531178,3d,1.5,6.000,90.00,5.407,0.976,0.000,1863,63.05,86.07,420.56,18.128,14.20,27.02,58.06,false,true,false,false
2026-09-11T10:00:05.700Z,COLH-DEMO-01,true,-22.66738640,-47.80531016,3d,1.5,6.000,90.00,5.410,0.973,0.000,1863,63.07,86.07,420.57,18.130,14.20,27.02,58.06,false,true,false,false
2026-09-11T10:00:05.800Z,COLH-DEMO-01,true,-22.66738640,-47.80530854,3d,1.5,6.000,90.00,5.413,0.970,0.000,1863,63.09,86.07,420.58,18.133,14.20,27.02,58.06,false,true,false,false
2026-09-11T10:00:05.900Z,COLH-DEMO-01,true,-22.66738640,-47.80530692,3d,1.5,6.000,90.00,5.415,0.966,0.000,1863,63.11,86.07,420.59,18.135,14.20,27.02,58.07,false,true,false,false
2026-09-11T10:00:06.000Z,COLH-DEMO-01,true,-22.66738640,-47.80530529,3d,1.5,6.000,90.00,5.418,0.963,0.000,1863,63.13,86.07,420.60,18.137,14.20,27.02,58.07,false,true,false,false
2026-09-11T10:00:06.100Z,COLH-DEMO-01,true,-22.66738640,-47.80530367,3d,1.5,6.000,90.00,5.706,0.959,0.000,1864,63.15,86.08,420.61,18.139,14.20,27.02,58.07,false,true,false,false
2026-09-11T10:00:06.200Z,COLH-DEMO-01,true,-22.66738640,-47.80530205,3d,1.5,6.000,90.00,5.422,0.955,0.000,1864,63.16,86.08,420.62,18.142,14.20,27.02,58.07,false,true,false,false
2026-09-11T10:00:06.300Z,COLH-DEMO-01,true,-22.66738640,-47.80530043,3d,1.5,6.000,90.00,5.424,0.950,0.000,1864,63.18,86.08,420.63,18.144,14.20,27.02,58.07,false,true,false,false
2026-09-11T10:00:06.400Z,COLH-DEMO-01,true,-22.66738640,-47.80529880,3d,1.5,6.000,90.00,5.426,0.946,0.000,1864,63.20,86.08,420.64,18.146,14.20,27.02,58.07,false,true,false,false
2026-09-11T10:00:06.500Z,COLH-DEMO-01,true,-22.66738640,-47.80529718,3d,1.5,6.000,90.00,5.428,0.941,0.000,1864,63.22,86.08,420.64,18.148,14.20,27.02,58.07,false,true,false,false
2026-09-11T10:00:06.600Z,COLH-DEMO-01,true,-22.66738640,-47.80529556,3d,1.5,6.000,90.00,5.430,0.936,0.000,1865,63.24,86.08,420.65,18.151,14.20,27.02,58.07,false,true,false,false
2026-09-11T10:00:06.700Z,COLH-DEMO-01,true,-22.66738640,-47.80529393,3d,1.5,6.000,90.00,5.432,0.931,0.000,1865,63.25,86.08,420.66,18.153,14.20,27.02,58.07,false,true,false,false
2026-09-11T10:00:06.800Z,COLH-DEMO-01,true,-22.66738640,-47.80529231,3d,1.5,6.000,90.00,5.720,0.926,0.000,1865,63.27,86.08,420.67,18.155,14.20,27.02,58.08,false,true,false,false
2026-09-11T10:00:06.900Z,COLH-DEMO-01,true,-22.66738640,-47.80529069,3d,1.5,6.000,90.00,5.721,0.921,0.000,1865,63.29,86.09,420.68,18.157,14.20,27.02,58.08,false,true,false,false
2026-09-11T10:00:07.000Z,COLH-DEMO-01,true,-22.66738640,-47.80528907,3d,1.5,6.000,90.00,5.437,0.915,0.000,1865,63.31,86.09,420.69,18.160,14.20,27.02,58.08,false,true,false,false
2026-09-11T10:00:07.100Z,COLH-DEMO-01,true,-22.66738640,-47.80528744,3d,1.5,6.000,90.00,5.438,0.909,0.000,1866,63.33,86.09,420.70,18.162,14.20,27.02,58.08,false,true,false,false
2026-09-11T10:00:07.200Z,COLH-DEMO-01,true,-22.66738640,-47.80528582,3d,1.5,6.000,90.00,5.439,0.903,0.000,1866,63.34,86.09,420.71,18.164,14.20,27.02,58.08,false,true,false,false
2026-09-11T10:00:07.300Z,COLH-DEMO-01,true,-22.66738640,-47.80528420,3d,1.5,6.000,90.00,5.440,0.897,0.000,1866,63.36,86.09,420.72,18.166,14.20,27.02,58.08,false,true,false,false
2026-09-11T10:00:07.400Z,COLH-DEMO-01,true,-22.66738640,-47.80528258,3d,1.5,6.000,90.00,5.441,0.891,0.000,1866,63.38,86.09,420.73,18.168,14.20,27.02,58.08,false,true,false,false
2026-09-11T10:00:07.500Z,COLH-DEMO-01,true,-22.66738640,-47.80528095,3d,1.5,6.000,90.00,5.442,0.884,0.000,1866,63.40,86.09,420.74,18.171,14.20,27.02,58.08,false,true,false,false
2026-09-11T10:00:07.600Z,COLH-DEMO-01,true,-22.66738640,-47.80527933,3d,1.5,6.000,90.00,5.443,0.878,0.000,1867,63.42,86.09,420.75,18.173,14.20,27.03,58.08,false,true,false,false
2026-09-11T10:00:07.700Z,COLH-DEMO-01,true,-22.66738640,-47.80527771,3d,1.5,6.000,90.00,5.730,0.871,0.000,1867,63.43,86.10,420.76,18.175,14.20,27.03,58.09,false,true,false,false
2026-09-11T10:00:07.800Z,COLH-DEMO-01,true,-22.66738640,-47.80527609,3d,1.5,6.000,90.00,5.731,0.864,0.000,1867,63.45,86.10,420.77,18.177,14.20,27.03,58.09,false,true,false,false
2026-09-11T10:00:07.900Z,COLH-DEMO-01,true,-22.66738640,-47.80527446,3d,1.5,6.000,90.00,5.445,0.857,0.000,1867,63.47,86.10,420.78,18.180,14.20,27.03,58.09,false,true,false,false
2026-09-11T10:00:08.000Z,COLH-DEMO-01,true,-22.66738640,-47.80527284,3d,1.5,6.000,90.00,5.445,0.849,0.000,1867,63.49,86.10,420.79,18.182,14.20,27.03,58.09,false,true,false,false
2026-09-11T10:00:08.100Z,COLH-DEMO-01,true,-22.66738640,-47.80527122,3d,1.5,6.000,90.00,5.446,0.842,0.000,1868,63.50,86.10,420.80,18.184,14.20,27.03,58.09,false,true,false,false
2026-09-11T10:00:08.200Z,COLH-DEMO-01,true,-22.66738640,-47.80526960,3d,1.5,6.000,90.00,5.446,0.834,0.000,1868,63.52,86.10,420.81,18.186,14.20,27.03,58.09,false,true,false,false
2026-09-11T10:00:08.300Z,COLH-DEMO-01,true,-22.66738640,-47.80526797,3d,1.5,6.000,90.00,5.446,0.826,0.000,1868,63.54,86.10,420.82,18.188,14.20,27.03,58.09,false,true,false,false
2026-09-11T10:00:08.400Z,COLH-DEMO-01,true,-22.66738640,-47.80526635,3d,1.5,6.000,90.00,5.446,0.818,0.000,1868,63.56,86.10,420.83,18.190,14.21,27.03,58.09,false,true,false,false
2026-09-11T10:00:08.500Z,COLH-DEMO-01,true,-22.66738640,-47.80526473,3d,1.5,6.000,90.00,5.446,0.810,0.000,1868,63.58,86.11,420.84,18.193,14.21,27.03,58.09,false,true,false,false
2026-09-11T10:00:08.600Z,COLH-DEMO-01,true,-22.66738640,-47.80526311,3d,1.5,6.000,90.00,5.732,0.802,0.000,1868,63.59,86.11,420.85,18.195,14.21,27.03,58.10,false,true,false,false
2026-09-11T10:00:08.700Z,COLH-DEMO-01,true,-22.66738640,-47.80526148,3d,1.5,6.000,90.00,5.731,0.793,0.000,1869,63.61,86.11,420.86,18.197,14.21,27.03,58.10,false,true,false,false
2026-09-11T10:00:08.800Z,COLH-DEMO-01,true,-22.66738640,-47.80525986,3d,1.5,6.000,90.00,5.731,0.785,0.000,1869,63.63,86.11,420.87,18.199,14.21,27.03,58.10,false,true,false,false
2026-09-11T10:00:08.900Z,COLH-DEMO-01,true,-22.66738640,-47.80525824,3d,1.5,6.000,90.00,5.444,0.776,0.000,1869,63.64,86.11,420.88,18.201,14.21,27.03,58.10,false,true,false,false
2026-09-11T10:00:09.000Z,COLH-DEMO-01,true,-22.66738640,-47.80525662,3d,1.5,6.000,90.00,5.444,0.767,0.000,1869,63.66,86.11,420.89,18.204,14.21,27.03,58.10,false,true,false,false
2026-09-11T10:00:09.100Z,COLH-DEMO-01,true,-22.66738640,-47.80525499,3d,1.5,6.000,90.00,5.443,0.758,0.000,1869,63.68,86.11,420.90,18.206,14.21,27.03,58.10,false,true,false,false
2026-09-11T10:00:09.200Z,COLH-DEMO-01,true,-22.66738640,-47.80525337,3d,1.5,6.000,90.00,5.442,0.749,0.000,1870,63.70,86.11,420.91,18.208,14.21,27.03,58.10,false,true,false,false
2026-09-11T10:00:09.300Z,COLH-DEMO-01,true,-22.66738640,-47.80525175,3d,1.5,6.000,90.00,5.441,0.739,0.000,1870,63.71,86.12,420.92,18.210,14.21,27.03,58.10,false,true,false,false
2026-09-11T10:00:09.400Z,COLH-DEMO-01,true,-22.66738640,-47.80525013,3d,1.5,6.000,90.00,5.440,0.730,0.000,1870,63.73,86.12,420.92,18.212,14.21,27.03,58.10,false,true,false,false
2026-09-11T10:00:09.500Z,COLH-DEMO-01,true,-22.66738640,-47.80524850,3d,1.5,6.000,90.00,5.439,0.720,0.000,1870,63.75,86.12,420.93,18.214,14.21,27.03,58.11,false,true,false,false
2026-09-11T10:00:09.600Z,COLH-DEMO-01,true,-22.66738640,-47.80524688,3d,1.5,6.000,90.00,5.723,0.710,0.000,1870,63.77,86.12,420.94,18.217,14.21,27.03,58.11,false,true,false,false
2026-09-11T10:00:09.700Z,COLH-DEMO-01,true,-22.66738640,-47.80524526,3d,1.5,6.000,90.00,5.722,0.700,0.000,1870,63.78,86.12,420.95,18.219,14.21,27.03,58.11,false,true,false,false
2026-09-11T10:00:09.800Z,COLH-DEMO-01,true,-22.66738640,-47.80524364,3d,1.5,6.000,90.00,5.720,0.690,0.000,1871,63.80,86.12,420.96,18.221,14.21,27.03,58.11,false,true,false,false
2026-09-11T10:00:09.900Z,COLH-DEMO-01,true,-22.66738640,-47.80524201,3d,1.5,6.000,90.00,5.719,0.680,0.000,1871,63.82,86.12,420.97,18.223,14.21,27.03,58.11,false,true,false,false
2026-09-11T10:00:10.000Z,COLH-DEMO-01,true,-22.66738640,-47.80524039,3d,1.5,6.000,90.00,5.431,0.669,0.000,1871,63.83,86.12,420.98,18.225,14.21,27.03,58.11,false,true,false,false
2026-09-11T10:00:10.100Z,COLH-DEMO-01,true,-22.66738640,-47.80523877,3d,1.5,6.000,90.00,5.429,0.659,0.000,1871,63.85,86.12,420.99,18.227,14.21,27.03,58.11,false,true,false,false
2026-09-11T10:00:10.200Z,COLH-DEMO-01,true,-22.66738640,-47.80523715,3d,1.5,6.000,90.00,5.427,0.648,0.000,1871,63.87,86.13,421.00,18.229,14.21,27.03,58.11,false,true,false,false
2026-09-11T10:00:10.300Z,COLH-DEMO-01,true,-22.66738640,-47.80523552,3d,1.5,6.000,90.00,5.425,0.637,0.000,1871,63.88,86.13,421.01,18.232,14.21,27.03,58.11,false,true,false,false
2026-09-11T10:00:10.400Z,COLH-DEMO-01,true,-22.66738640,-47.80523390,3d,1.5,6.000,90.00,5.423,0.626,0.000,1872,63.90,86.13,421.02,18.234,14.21,27.03,58.12,false,true,false,false
2026-09-11T10:00:10.500Z,COLH-DEMO-01,true,-22.66738640,-47.80523228,3d,1.5,6.000,90.00,5.421,0.615,0.000,1872,63.92,86.13,421.03,18.236,14.21,27.03,58.12,false,true,false,false
2026-09-11T10:00:10.600Z,COLH-DEMO-01,true,-22.66738640,-47.80523066,3d,1.5,6.000,90.00,5.419,0.604,0.000,1872,63.93,86.13,421.04,18.238,14.21,27.04,58.12,false,true,false,false
2026-09-11T10:00:10.700Z,COLH-DEMO-01,true,-22.66738640,-47.80522903,3d,1.5,6.000,90.00,5.416,0.593,0.000,1872,63.95,86.13,421.05,18.240,14.21,27.04,58.12,false,true,false,false
2026-09-11T10:00:10.800Z,COLH-DEMO-01,true,-22.66738640,-47.80522741,3d,1.5,6.000,90.00,5.414,0.581,0.000,1872,63.97,86.13,421.06,18.242,14.21,27.04,58.12,false,true,false,false
2026-09-11T10:00:10.900Z,COLH-DEMO-01,true,-22.66738640,-47.80522579,3d,1.5,6.000,90.00,5.697,0.570,0.000,1872,63.98,86.13,421.07,18.244,14.21,27.04,58.12,false,true,false,false
2026-09-11T10:00:11.000Z,COLH-DEMO-01,true,-22.66738640,-47.80522416,3d,1.5,6.000,90.00,5.695,0.558,0.000,1872,64.00,86.14,421.08,18.246,14.21,27.04,58.12,false,true,false,false
2026-09-11T10:00:11.100Z,COLH-DEMO-01,true,-22.66738640,-47.80522254,3d,1.5,6.000,90.00,5.692,0.547,0.000,1873,64.02,86.14,421.08,18.248,14.21,27.04,58.12,false,true,false,false
2026-09-11T10:00:11.200Z,COLH-DEMO-01,true,-22.66738640,-47.80522092,3d,1.5,6.000,90.00,5.689,0.535,0.000,1873,64.03,86.14,421.09,18.251,14.21,27.04,58.12,false,true,false,false
2026-09-11T10:00:11.300Z,COLH-DEMO-01,true,-22.66738640,-47.80521930,3d,1.5,6.000,90.00,5.686,0.523,0.000,1873,64.05,86.14,421.10,18.253,14.21,27.04,58.13,false,true,false,false
2026-09-11T10:00:11.400Z,COLH-DEMO-01,true,-22.66738640,-47.80521767,3d,1.5,6.000,90.00,5.683,0.511,0.000,1873,64.07,86.14,421.11,18.255,14.21,27.04,58.13,false,true,false,false
2026-09-11T10:00:11.500Z,COLH-DEMO-01,true,-22.66738640,-47.80521605,3d,1.5,6.000,90.00,5.394,0.499,0.000,1873,64.08,86.14,421.12,18.257,14.21,27.04,58.13,false,true,false,false
2026-09-11T10:00:11.600Z,COLH-DEMO-01,true,-22.66738640,-47.80521443,3d,1.5,6.000,90.00,5.391,0.486,0.000,1873,64.10,86.14,421.13,18.259,14.21,27.04,58.13,false,true,false,false
2026-09-11T10:00:11.700Z,COLH-DEMO-01,true,-22.66738640,-47.80521281,3d,1.5,6.000,90.00,5.387,0.474,0.000,1873,64.12,86.14,421.14,18.261,14.21,27.04,58.13,false,true,false,false
2026-09-11T10:00:11.800Z,COLH-DEMO-01,true,-22.66738640,-47.80521118,3d,1.5,6.000,90.00,5.384,0.461,0.000,1874,64.13,86.15,421.15,18.263,14.21,27.04,58.13,false,true,false,false
2026-09-11T10:00:11.900Z,COLH-DEMO-01,true,-22.66738640,-47.80520956,3d,1.5,6.000,90.00,5.380,0.449,0.000,1874,64.15,86.15,421.16,18.265,14.21,27.04,58.13,false,true,false,false
2026-09-11T10:00:12.000Z,COLH-DEMO-01,true,-22.66738640,-47.80520794,3d,1.5,6.000,90.00,5.377,0.436,0.000,1874,64.16,86.15,421.17,18.267,14.21,27.04,58.13,false,true,false,false
2026-09-11T10:00:12.100Z,COLH-DEMO-01,true,-22.66738640,-47.80520632,3d,1.5,6.000,90.00,5.373,0.424,0.000,1874,64.18,86.15,421.18,18.269,14.21,27.04,58.13,false,true,false,false
2026-09-11T10:00:12.200Z,COLH-DEMO-01,true,-22.66738640,-47.80520469,3d,1.5,6.000,90.00,5.369,0.411,0.000,1874,64.20,86.15,421.19,18.271,14.21,27.04,58.14,false,true,false,false
