timestamp,machine_id,synthetic,latitude_deg,longitude_deg,gnss_fix,gnss_horizontal_accuracy_m,ground_speed_kmh,heading_deg,roll_deg,pitch_deg,yaw_rate_deg_s,engine_rpm,engine_load_pct,coolant_temp_c,oil_pressure_kpa,fuel_rate_l_h,battery_voltage_v,ambient_temp_c,relative_humidity_pct,brake_pressed,pto_engaged,coolant_warning_active
2026-09-11T09:00:02.200Z,COLH-DEMO-01,true,-22.66679052,-47.80647354,3d,1.5,6.000,180.00,0.726,1.159,0.000,1855,62.42,86.03,420.22,18.051,14.20,27.01,58.02,false,true,false
2026-09-11T09:00:02.300Z,COLH-DEMO-01,true,-22.66679202,-47.80647354,3d,1.5,6.000,180.00,0.757,1.164,0.000,1855,62.44,86.03,420.23,18.053,14.20,27.01,58.03,false,true,false
2026-09-11T09:00:02.400Z,COLH-DEMO-01,true,-22.66679351,-47.80647354,3d,1.5,6.000,180.00,0.788,1.168,0.000,1856,62.46,86.03,420.24,18.055,14.20,27.01,58.03,false,true,false
2026-09-11T09:00:02.500Z,COLH-DEMO-01,true,-22.66679501,-47.80647354,3d,1.5,6.000,180.00,0.818,1.171,0.000,1856,62.48,86.03,420.25,18.058,14.20,27.01,58.03,false,true,false
2026-09-11T09:00:02.600Z,COLH-DEMO-01,true,-22.66679651,-47.80647354,3d,1.5,6.000,180.00,0.848,1.175,0.000,1856,62.49,86.03,420.26,18.060,14.20,27.01,58.03,false,true,false
2026-09-11T09:00:02.700Z,COLH-DEMO-01,true,-22.66679801,-47.80647354,3d,1.5,6.000,180.00,0.878,1.178,0.000,1856,62.51,86.03,420.27,18.062,14.20,27.01,58.03,false,true,false
2026-09-11T09:00:02.800Z,COLH-DEMO-01,true,-22.66679950,-47.80647354,3d,1.5,6.000,180.00,0.907,1.181,0.000,1856,62.53,86.03,420.28,18.064,14.20,27.01,58.03,false,true,false
2026-09-11T09:00:02.900Z,COLH-DEMO-01,true,-22.66680100,-47.80647354,3d,1.5,6.000,180.00,0.936,1.184,0.000,1857,62.55,86.04,420.29,18.067,14.20,27.01,58.03,false,true,false
2026-09-11T09:00:03.000Z,COLH-DEMO-01,true,-22.66680250,-47.80647354,3d,1.5,6.000,180.00,0.965,1.187,0.000,1857,62.57,86.04,420.30,18.069,14.20,27.01,58.03,false,true,false
2026-09-11T09:00:03.100Z,COLH-DEMO-01,true,-22.66680399,-47.80647354,3d,1.5,6.000,180.00,0.994,1.189,0.000,1857,62.59,86.04,420.31,18.071,14.20,27.01,58.03,false,true,false
2026-09-11T09:00:03.200Z,COLH-DEMO-01,true,-22.66680549,-47.80647354,3d,1.5,6.000,180.00,1.022,1.191,0.000,1857,62.61,86.04,420.32,18.074,14.20,27.01,58.04,false,true,false
2026-09-11T09:00:03.300Z,COLH-DEMO-01,true,-22.66680699,-47.80647354,3d,1.5,6.000,180.00,1.050,1.193,0.000,1858,62.63,86.04,420.33,18.076,14.20,27.01,58.04,false,true,false
2026-09-11T09:00:03.400Z,COLH-DEMO-01,true,-22.66680849,-47.80647354,3d,1.5,6.000,180.00,1.077,1.195,0.000,1858,62.64,86.04,420.34,18.078,14.20,27.01,58.04,false,true,false
2026-09-11T09:00:03.500Z,COLH-DEMO-01,true,-22.66680998,-47.80647354,3d,1.5,6.000,180.00,1.104,1.196,0.000,1858,62.66,86.04,420.35,18.081,14.20,27.01,58.04,false,true,false
2026-09-11T09:00:03.600Z,COLH-DEMO-01,true,-22.66681148,-47.80647354,3d,1.5,6.000,180.00,1.131,1.198,0.000,1858,62.68,86.04,420.36,18.083,14.20,27.01,58.04,false,true,false
2026-09-11T09:00:03.700Z,COLH-DEMO-01,true,-22.66681298,-47.80647354,3d,1.5,6.000,180.00,1.157,1.199,0.000,1858,62.70,86.05,420.37,18.085,14.20,27.01,58.04,false,true,false
2026-09-11T09:00:03.800Z,COLH-DEMO-01,true,-22.66681447,-47.80647354,3d,1.5,6.000,180.00,1.183,1.199,0.000,1859,62.72,86.05,420.38,18.087,14.20,27.01,58.04,false,true,false
2026-09-11T09:00:03.900Z,COLH-DEMO-01,true,-22.66681597,-47.80647354,3d,1.5,6.000,180.00,1.208,1.200,0.000,1859,62.74,86.05,420.39,18.090,14.20,27.01,58.04,false,true,false
2026-09-11T09:00:04.000Z,COLH-DEMO-01,true,-22.66681747,-47.80647354,3d,1.5,6.000,180.00,1.233,1.200,0.000,1859,62.76,86.05,420.40,18.092,14.20,27.01,58.04,false,true,false
2026-09-11T09:00:04.100Z,COLH-DEMO-01,true,-22.66681897,-47.80647354,3d,1.5,6.000,180.00,1.258,1.200,0.000,1859,62.78,86.05,420.41,18.094,14.20,27.01,58.05,false,true,false
2026-09-11T09:00:04.200Z,COLH-DEMO-01,true,-22.66682046,-47.80647354,3d,1.5,6.000,180.00,1.282,1.200,0.000,1860,62.79,86.05,420.42,18.097,14.20,27.01,58.05,false,true,false
2026-09-11T09:00:04.300Z,COLH-DEMO-01,true,-22.66682196,-47.80647354,3d,1.5,6.000,180.00,1.305,1.199,0.000,1860,62.81,86.05,420.43,18.099,14.20,27.01,58.05,false,true,false
2026-09-11T09:00:04.400Z,COLH-DEMO-01,true,-22.66682346,-47.80647354,3d,1.5,6.000,180.00,1.329,1.199,0.000,1860,62.83,86.05,420.44,18.101,14.20,27.01,58.05,false,true,false
2026-09-11T09:00:04.500Z,COLH-DEMO-01,true,-22.66682495,-47.80647354,3d,1.5,6.000,180.00,1.351,1.198,0.000,1860,62.85,86.06,420.45,18.103,14.20,27.01,58.05,false,true,false
2026-09-11T09:00:04.600Z,COLH-DEMO-01,true,-22.66682645,-47.80647354,3d,1.5,6.000,180.00,1.373,1.196,0.000,1860,62.87,86.06,420.46,18.106,14.20,27.02,58.05,false,true,false
2026-09-11T09:00:04.700Z,COLH-DEMO-01,true,-22.66682795,-47.80647354,3d,1.5,6.000,180.00,1.395,1.195,0.000,1861,62.89,86.06,420.47,18.108,14.20,27.02,58.05,false,true,false
2026-09-11T09:00:04.800Z,COLH-DEMO-01,true,-22.66682945,-47.80647354,3d,1.5,6.000,180.00,1.416,1.193,0.000,1861,62.91,86.06,420.48,18.110,14.20,27.02,58.05,false,true,false
2026-09-11T09:00:04.900Z,COLH-DEMO-01,true,-22.66683094,-47.80647354,3d,1.5,6.000,180.00,1.437,1.191,0.000,1861,62.92,86.06,420.49,18.112,14.20,27.02,58.05,false,true,false
2026-09-11T09:00:05.000Z,COLH-DEMO-01,true,-22.66683244,-47.80647354,3d,1.5,6.000,180.00,1.457,1.189,0.000,1861,62.94,86.06,420.50,18.115,14.20,27.02,58.06,false,true,false
2026-09-11T09:00:05.100Z,COLH-DEMO-01,true,-22.66683394,-47.80647354,3d,1.5,6.000,180.00,1.477,1.187,0.000,1861,62.96,86.06,420.51,18.117,14.20,27.02,58.06,false,true,false
2026-09-11T09:00:05.200Z,COLH-DEMO-01,true,-22.66683544,-47.80647354,3d,1.5,6.000,180.00,1.496,1.184,0.000,1862,62.98,86.06,420.52,18.119,14.20,27.02,58.06,false,true,false
2026-09-11T09:00:05.300Z,COLH-DEMO-01,true,-22.66683693,-47.80647354,3d,1.5,6.000,180.00,1.515,1.182,0.000,1862,63.00,86.07,420.53,18.121,14.20,27.02,58.06,false,true,false
2026-09-11T09:00:05.400Z,COLH-DEMO-01,true,-22.66683843,-47.80647354,3d,1.5,6.000,180.00,1.533,1.178,0.000,1862,63.02,86.07,420.54,18.124,14.20,27.02,58.06,false,true,false
2026-09-11T09:00:05.500Z,COLH-DEMO-01,true,-22.66683993,-47.80647354,3d,1.5,6.000,180.00,1.550,1.175,0.000,1862,63.04,86.07,420.55,18.126,14.20,27.02,58.06,false,true,false
2026-09-11T09:00:05.600Z,COLH-DEMO-01,true,-22.66684142,-47.80647354,3d,1.5,6.000,180.00,1.567,1.172,0.000,1863,63.05,86.07,420.56,18.128,14.20,27.02,58.06,false,true,false
2026-09-11T09:00:05.700Z,COLH-DEMO-01,true,-22.66684292,-47.80647354,3d,1.5,6.000,180.00,1.584,1.168,0.000,1863,63.07,86.07,420.57,18.130,14.20,27.02,58.06,false,true,false
2026-09-11T09:00:05.800Z,COLH-DEMO-01,true,-22.66684442,-47.80647354,3d,1.5,6.000,180.00,1.600,1.164,0.000,1863,63.09,86.07,420.58,18.133,14.20,27.02,58.06,false,true,false
2026-09-11T09:00:05.900Z,COLH-DEMO-01,true,-22.66684592,-47.80647354,3d,1.5,6.000,180.00,1.615,1.160,0.000,1863,63.11,86.07,420.59,18.135,14.20,27.02,58.07,false,true,false
2026-09-11T09:00:06.000Z,COLH-DEMO-01,true,-22.66684741,-47.80647354,3d,1.5,6.000,180.00,1.630,1.155,0.000,1863,63.13,86.07,420.60,18.137,14.20,27.02,58.07,false,true,false
2026-09-11T09:00:06.100Z,COLH-DEMO-01,true,-22.66684891,-47.80647354,3d,1.5,6.000,180.00,1.644,1.150,0.000,1864,63.15,86.08,420.61,18.139,14.20,27.02,58.07,false,true,false
2026-09-11T09:00:06.200Z,COLH-DEMO-01,true,-22.66685041,-47.80647354,3d,1.5,6.000,180.00,1.657,1.146,0.000,1864,63.16,86.08,420.62,18.142,14.20,27.02,58.07,false,true,false
2026-09-11T09:00:06.300Z,COLH-DEMO-01,true,-22.66685190,-47.80647354,3d,1.5,6.000,180.00,1.670,1.140,0.000,1864,63.18,86.08,420.63,18.144,14.20,27.02,58.07,false,true,false
2026-09-11T09:00:06.400Z,COLH-DEMO-01,true,-22.66685340,-47.80647354,3d,1.5,6.000,180.00,1.683,1.135,0.000,1864,63.20,86.08,420.64,18.146,14.20,27.02,58.07,false,true,false
2026-09-11T09:00:06.500Z,COLH-DEMO-01,true,-22.66685490,-47.80647354,3d,1.5,6.000,180.00,1.694,1.129,0.000,1864,63.22,86.08,420.64,18.148,14.20,27.02,58.07,false,true,false
2026-09-11T09:00:06.600Z,COLH-DEMO-01,true,-22.66685640,-47.80647354,3d,1.5,6.000,180.00,1.705,1.124,0.000,1865,63.24,86.08,420.65,18.151,14.20,27.02,58.07,false,true,false
2026-09-11T09:00:06.700Z,COLH-DEMO-01,true,-22.66685789,-47.80647354,3d,1.5,6.000,180.00,1.716,1.118,0.000,1865,63.25,86.08,420.66,18.153,14.20,27.02,58.07,false,true,false
2026-09-11T09:00:06.800Z,COLH-DEMO-01,true,-22.66685939,-47.80647354,3d,1.5,6.000,180.00,1.726,1.111,0.000,1865,63.27,86.08,420.67,18.155,14.20,27.02,58.08,false,true,false
2026-09-11T09:00:06.900Z,COLH-DEMO-01,true,-22.66686089,-47.80647354,3d,1.5,6.000,180.00,1.735,1.105,0.000,1865,63.29,86.09,420.68,18.157,14.20,27.02,58.08,false,true,false
2026-09-11T09:00:07.000Z,COLH-DEMO-01,true,-22.66686238,-47.80647354,3d,1.5,6.000,180.00,1.744,1.098,0.000,1865,63.31,86.09,420.69,18.160,14.20,27.02,58.08,false,true,false
2026-09-11T09:00:07.100Z,COLH-DEMO-01,true,-22.66686388,-47.80647354,3d,1.5,6.000,180.00,1.752,1.091,0.000,1866,63.33,86.09,420.70,18.162,14.20,27.02,58.08,false,true,false
2026-09-11T09:00:07.200Z,COLH-DEMO-01,true,-22.66686538,-47.80647354,3d,1.5,6.000,180.00,1.760,1.084,0.000,1866,63.34,86.09,420.71,18.164,14.20,27.02,58.08,false,true,false
2026-09-11T09:00:07.300Z,COLH-DEMO-01,true,-22.66686688,-47.80647354,3d,1.5,6.000,180.00,1.766,1.077,0.000,1866,63.36,86.09,420.72,18.166,14.20,27.02,58.08,false,true,false
2026-09-11T09:00:07.400Z,COLH-DEMO-01,true,-22.66686837,-47.80647354,3d,1.5,6.000,180.00,1.773,1.069,0.000,1866,63.38,86.09,420.73,18.168,14.20,27.02,58.08,false,true,false
2026-09-11T09:00:07.500Z,COLH-DEMO-01,true,-22.66686987,-47.80647354,3d,1.5,6.000,180.00,1.778,1.061,0.000,1866,63.40,86.09,420.74,18.171,14.20,27.02,58.08,false,true,false
2026-09-11T09:00:07.600Z,COLH-DEMO-01,true,-22.66687137,-47.80647354,3d,1.5,6.000,180.00,1.783,1.053,0.000,1867,63.42,86.09,420.75,18.173,14.20,27.03,58.08,false,true,false
2026-09-11T09:00:07.700Z,COLH-DEMO-01,true,-22.66687287,-47.80647354,3d,1.5,6.000,180.00,1.787,1.045,0.000,1867,63.43,86.10,420.76,18.175,14.20,27.03,58.09,false,true,false
2026-09-11T09:00:07.800Z,COLH-DEMO-01,true,-22.66687436,-47.80647354,3d,1.5,6.000,180.00,1.791,1.037,0.000,1867,63.45,86.10,420.77,18.177,14.20,27.03,58.09,false,true,false
2026-09-11T09:00:07.900Z,COLH-DEMO-01,true,-22.66687586,-47.80647354,3d,1.5,6.000,180.00,1.794,1.028,0.000,1867,63.47,86.10,420.78,18.180,14.20,27.03,58.09,false,true,false
2026-09-11T09:00:08.000Z,COLH-DEMO-01,true,-22.66687736,-47.80647354,3d,1.5,6.000,180.00,1.797,1.019,0.000,1867,63.49,86.10,420.79,18.182,14.20,27.03,58.09,false,true,false
2026-09-11T09:00:08.100Z,COLH-DEMO-01,true,-22.66687885,-47.80647354,3d,1.5,6.000,180.00,1.798,1.010,0.000,1868,63.50,86.10,420.80,18.184,14.20,27.03,58.09,false,true,false
2026-09-11T09:00:08.200Z,COLH-DEMO-01,true,-22.66688035,-47.80647354,3d,1.5,6.000,180.00,1.799,1.001,0.000,1868,63.52,86.10,420.81,18.186,14.20,27.03,58.09,false,true,false
2026-09-11T09:00:08.300Z,COLH-DEMO-01,true,-22.66688185,-47.80647354,3d,1.5,6.000,180.00,1.800,0.992,0.000,1868,63.54,86.10,420.82,18.188,14.20,27.03,58.09,false,true,false
2026-09-11T09:00:08.400Z,COLH-DEMO-01,true,-22.66688335,-47.80647354,3d,1.5,6.000,180.00,1.800,0.982,0.000,1868,63.56,86.10,420.83,18.190,14.21,27.03,58.09,false,true,false
2026-09-11T09:00:08.500Z,COLH-DEMO-01,true,-22.66688484,-47.80647354,3d,1.5,6.000,180.00,1.799,0.972,0.000,1868,63.58,86.11,420.84,18.193,14.21,27.03,58.09,false,true,false
2026-09-11T09:00:08.600Z,COLH-DEMO-01,true,-22.66688634,-47.80647354,3d,1.5,6.000,180.00,1.798,0.962,0.000,1868,63.59,86.11,420.85,18.195,14.21,27.03,58.10,false,true,false
2026-09-11T09:00:08.700Z,COLH-DEMO-01,true,-22.66688784,-47.80647354,3d,1.5,6.000,180.00,1.796,0.952,0.000,1869,63.61,86.11,420.86,18.197,14.21,27.03,58.10,false,true,false
2026-09-11T09:00:08.800Z,COLH-DEMO-01,true,-22.66688933,-47.80647354,3d,1.5,6.000,180.00,1.793,0.942,0.000,1869,63.63,86.11,420.87,18.199,14.21,27.03,58.10,false,true,false
2026-09-11T09:00:08.900Z,COLH-DEMO-01,true,-22.66689083,-47.80647354,3d,1.5,6.000,180.00,1.789,0.931,0.000,1869,63.64,86.11,420.88,18.201,14.21,27.03,58.10,false,true,false
2026-09-11T09:00:09.000Z,COLH-DEMO-01,true,-22.66689233,-47.80647354,3d,1.5,6.000,180.00,1.785,0.920,0.000,1869,63.66,86.11,420.89,18.204,14.21,27.03,58.10,false,true,false
2026-09-11T09:00:09.100Z,COLH-DEMO-01,true,-22.66689383,-47.80647354,3d,1.5,6.000,180.00,1.781,0.909,0.000,1869,63.68,86.11,420.90,18.206,14.21,27.03,58.10,false,true,false
2026-09-11T09:00:09.200Z,COLH-DEMO-01,true,-22.66689532,-47.80647354,3d,1.5,6.000,180.00,1.776,0.898,0.000,1870,63.70,86.11,420.91,18.208,14.21,27.03,58.10,false,true,false
2026-09-11T09:00:09.300Z,COLH-DEMO-01,true,-22.66689682,-47.80647354,3d,1.5,6.000,180.00,1.770,0.887,0.000,1870,63.71,86.12,420.92,18.210,14.21,27.03,58.10,false,true,false
2026-09-11T09:00:09.400Z,COLH-DEMO-01,true,-22.66689832,-47.80647354,3d,1.5,6.000,180.00,1.763,0.875,0.000,1870,63.73,86.12,420.92,18.212,14.21,27.03,58.10,false,true,false
2026-09-11T09:00:09.500Z,COLH-DEMO-01,true,-22.66689981,-47.80647354,3d,1.5,6.000,180.00,1.756,0.864,0.000,1870,63.75,86.12,420.93,18.214,14.21,27.03,58.11,false,true,false
2026-09-11T09:00:09.600Z,COLH-DEMO-01,true,-22.66690131,-47.80647354,3d,1.5,6.000,180.00,1.748,0.852,0.000,1870,63.77,86.12,420.94,18.217,14.21,27.03,58.11,false,true,false
2026-09-11T09:00:09.700Z,COLH-DEMO-01,true,-22.66690281,-47.80647354,3d,1.5,6.000,180.00,1.740,0.840,0.000,1870,63.78,86.12,420.95,18.219,14.21,27.03,58.11,false,true,false
2026-09-11T09:00:09.800Z,COLH-DEMO-01,true,-22.66690431,-47.80647354,3d,1.5,6.000,180.00,1.731,0.828,0.000,1871,63.80,86.12,420.96,18.221,14.21,27.03,58.11,false,true,false
2026-09-11T09:00:09.900Z,COLH-DEMO-01,true,-22.66690580,-47.80647354,3d,1.5,6.000,180.00,1.721,0.816,0.000,1871,63.82,86.12,420.97,18.223,14.21,27.03,58.11,false,true,false
2026-09-11T09:00:10.000Z,COLH-DEMO-01,true,-22.66690730,-47.80647354,3d,1.5,6.000,180.00,1.711,0.803,0.000,1871,63.83,86.12,420.98,18.225,14.21,27.03,58.11,false,true,false
2026-09-11T09:00:10.100Z,COLH-DEMO-01,true,-22.66690880,-47.80647354,3d,1.5,6.000,180.00,1.700,0.790,0.000,1871,63.85,86.12,420.99,18.227,14.21,27.03,58.11,false,true,false
2026-09-11T09:00:10.200Z,COLH-DEMO-01,true,-22.66691029,-47.80647354,3d,1.5,6.000,180.00,1.689,0.778,0.000,1871,63.87,86.13,421.00,18.229,14.21,27.03,58.11,false,true,false
2026-09-11T09:00:10.300Z,COLH-DEMO-01,true,-22.66691179,-47.80647354,3d,1.5,6.000,180.00,1.676,0.765,0.000,1871,63.88,86.13,421.01,18.232,14.21,27.03,58.11,false,true,false
2026-09-11T09:00:10.400Z,COLH-DEMO-01,true,-22.66691329,-47.80647354,3d,1.5,6.000,180.00,1.664,0.752,0.000,1872,63.90,86.13,421.02,18.234,14.21,27.03,58.12,false,true,false
2026-09-11T09:00:10.500Z,COLH-DEMO-01,true,-22.66691479,-47.80647354,3d,1.5,6.000,180.00,1.651,0.738,0.000,1872,63.92,86.13,421.03,18.236,14.21,27.03,58.12,false,true,false
2026-09-11T09:00:10.600Z,COLH-DEMO-01,true,-22.66691628,-47.80647354,3d,1.5,6.000,180.00,1.637,0.725,0.000,1872,63.93,86.13,421.04,18.238,14.21,27.04,58.12,false,true,false
2026-09-11T09:00:10.700Z,COLH-DEMO-01,true,-22.66691778,-47.80647354,3d,1.5,6.000,180.00,1.622,0.711,0.000,1872,63.95,86.13,421.05,18.240,14.21,27.04,58.12,false,true,false
2026-09-11T09:00:10.800Z,COLH-DEMO-01,true,-22.66691928,-47.80647354,3d,1.5,6.000,180.00,1.607,0.698,0.000,1872,63.97,86.13,421.06,18.242,14.21,27.04,58.12,false,true,false
2026-09-11T09:00:10.900Z,COLH-DEMO-01,true,-22.66692078,-47.80647354,3d,1.5,6.000,180.00,1.592,0.684,0.000,1872,63.98,86.13,421.07,18.244,14.21,27.04,58.12,false,true,false
2026-09-11T09:00:11.000Z,COLH-DEMO-01,true,-22.66692227,-47.80647354,3d,1.5,6.000,180.00,1.576,0.670,0.000,1872,64.00,86.14,421.08,18.246,14.21,27.04,58.12,false,true,false
2026-09-11T09:00:11.100Z,COLH-DEMO-01,true,-22.66692377,-47.80647354,3d,1.5,6.000,180.00,1.559,0.656,0.000,1873,64.02,86.14,421.08,18.248,14.21,27.04,58.12,false,true,false
2026-09-11T09:00:11.200Z,COLH-DEMO-01,true,-22.66692527,-47.80647354,3d,1.5,6.000,180.00,1.542,0.642,0.000,1873,64.03,86.14,421.09,18.251,14.21,27.04,58.12,false,true,false
2026-09-11T09:00:11.300Z,COLH-DEMO-01,true,-22.66692676,-47.80647354,3d,1.5,6.000,180.00,1.524,0.627,0.000,1873,64.05,86.14,421.10,18.253,14.21,27.04,58.13,false,true,false
2026-09-11T09:00:11.400Z,COLH-DEMO-01,true,-22.66692826,-47.80647354,3d,1.5,6.000,180.00,1.505,0.613,0.000,1873,64.07,86.14,421.11,18.255,14.21,27.04,58.13,false,true,false
2026-09-11T09:00:11.500Z,COLH-DEMO-01,true,-22.66692976,-47.80647354,3d,1.5,6.000,180.00,1.487,0.598,0.000,1873,64.08,86.14,421.12,18.257,14.21,27.04,58.13,false,true,false
2026-09-11T09:00:11.600Z,COLH-DEMO-01,true,-22.66693126,-47.80647354,3d,1.5,6.000,180.00,1.467,0.583,0.000,1873,64.10,86.14,421.13,18.259,14.21,27.04,58.13,false,true,false
2026-09-11T09:00:11.700Z,COLH-DEMO-01,true,-22.66693275,-47.80647354,3d,1.5,6.000,180.00,1.447,0.569,0.000,1873,64.12,86.14,421.14,18.261,14.21,27.04,58.13,false,true,false
2026-09-11T09:00:11.800Z,COLH-DEMO-01,true,-22.66693425,-47.80647354,3d,1.5,6.000,180.00,1.427,0.554,0.000,1874,64.13,86.15,421.15,18.263,14.21,27.04,58.13,false,true,false
2026-09-11T09:00:11.900Z,COLH-DEMO-01,true,-22.66693575,-47.80647354,3d,1.5,6.000,180.00,1.406,0.539,0.000,1874,64.15,86.15,421.16,18.265,14.21,27.04,58.13,false,true,false
2026-09-11T09:00:12.000Z,COLH-DEMO-01,true,-22.66693724,-47.80647354,3d,1.5,6.000,180.00,1.384,0.524,0.000,1874,64.16,86.15,421.17,18.267,14.21,27.04,58.13,false,true,false
2026-09-11T09:00:12.100Z,COLH-DEMO-01,true,-22.66693874,-47.80647354,3d,1.5,6.000,180.00,1.362,0.508,0.000,1874,64.18,86.15,421.18,18.269,14.21,27.04,58.13,false,true,false
2026-09-11T09:00:12.200Z,COLH-DEMO-01,true,-22.66694024,-47.80647354,3d,1.5,6.000,180.00,1.340,0.493,0.000,1874,64.20,86.15,421.19,18.271,14.21,27.04,58.14,false,true,false
2026-09-11T09:00:12.300Z,COLH-DEMO-01,true,-22.66694174,-47.80647354,3d,1.5,6.000,180.00,1.317,0.477,0.000,1874,64.21,86.15,421.20,18.273,14.21,27.04,58.14,false,true,false
2026-09-11T09:00:12.400Z,COLH-DEMO-01,true,-22.66694323,-47.80647354,3d,1.5,6.000,180.00,1.294,0.462,0.000,1874,64.23,86.15,421.20,18.275,14.21,27.04,58.14,false,true,false
2026-09-11T09:00:12.500Z,COLH-DEMO-01,true,-22.66694473,-47.80647354,3d,1.5,6.000,180.00,1.270,0.446,0.000,1875,64.24,86.15,421.21,18.277,14.21,27.04,58.14,false,true,false
